[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0101
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0142
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0142
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0184
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0184
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0226
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0226
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0267
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0267
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0309
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0309
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0351
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0351
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0392
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0392
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0434
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0434
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0476
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0476
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0517
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0517
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0559
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0559
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0601
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0601
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0642
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0642
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0684
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0684
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0725
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0725
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0767
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0767
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0809
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0809
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0850
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0850
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0892
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0892
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0934
[1] 0x0000    7.541   16.910    7.000:   103.14     6.77    18.98 1627334608.0934
[0] 0x0000    7.633   15.130    7.277:   122.06     1.16   -86.79 1627334608.0975
